ACC,EVE_Count
GCA_000499585.1,0
GCA_000500245.1,0
GCA_000500775.1,0
GCA_000517465.1,0
GCA_000524645.1,0
GCA_000633895.1,0
GCA_000697645.1,0
GCA_000697665.1,0
GCA_000697685.1,0
GCA_000697705.1,0
GCA_000708205.1,0
GCA_000711695.1,0
GCA_000715385.1,0
GCA_000738825.1,0
GCA_000747765.1,0
GCA_000765035.1,0
GCA_000766925.2,0
GCA_000772675.1,0
GCA_000786445.1,0
GCA_000787475.1,0
GCA_000787515.1,0
GCA_000815965.1,0
GCA_000819925.1,0
GCA_000826855.1,0
GCA_000827185.1,0
GCA_000827205.1,0
GCA_000827215.1,0
GCA_000827255.1,0
GCA_000827275.1,0
GCA_000827315.1,0
GCA_000827355.1,0
GCA_000827395.1,0
GCA_000827415.1,0
GCA_000827425.1,0
GCA_000827465.1,0
GCA_000827475.1,0
GCA_000827485.1,0
GCA_000827495.1,0
GCA_000832265.1,0
GCA_000832345.2,0
GCA_000835745.1,0
GCA_000835755.1,0
GCA_000835765.1,0
GCA_000835815.1,0
GCA_000836315.1,0
GCA_000836335.1,0
GCA_000836355.1,0
GCA_000836375.1,0
GCA_000836455.1,0
GCA_000855695.1,0
GCA_000875795.1,0
GCA_000875815.1,0
GCA_000875855.1,0
GCA_000931965.1,0
GCA_000934385.1,0
GCA_000934395.1,0
GCA_000935105.1,0
GCA_000950635.1,0
GCA_000987905.1,0
GCA_000988805.1,0
GCA_000988875.2,0
GCA_001010845.1,0
GCA_001020605.1,0
GCA_001179765.1,0
GCA_001191645.1,0
GCA_001243155.1,0
GCA_001244265.2,0
GCA_001255795.1,0
GCA_001263375.1,0
GCA_001264625.1,0
GCA_001264635.1,0
GCA_001264665.1,0
GCA_001264685.1,0
GCA_001264705.1,0
GCA_001264715.1,0
GCA_001264725.1,0
GCA_001264765.1,0
GCA_001264785.1,0
GCA_001264795.1,0
GCA_001264805.1,0
GCA_001264815.1,0
GCA_001264865.1,0
GCA_001264875.1,0
GCA_001264885.1,0
GCA_001264895.1,0
GCA_001264925.1,0
GCA_001264965.1,0
GCA_001264975.1,0
GCA_001264985.1,0
GCA_001265015.1,0
GCA_001265045.1,0
GCA_001265055.1,0
GCA_001265065.1,0
GCA_001278385.1,0
GCA_001302255.2,0
GCA_001304625.1,0
GCA_001329695.1,0
GCA_001373355.1,0
GCA_001444555.1,0
GCA_001456015.1,0
GCA_001457895.1,0
GCA_001457915.1,0
GCA_001457935.1,0
GCA_001457955.1,0
GCA_001457995.1,0
GCA_001458015.1,0
GCA_001466705.2,0
GCA_001468955.1,0
GCA_001541205.1,0
GCA_001542265.1,0
GCA_001542305.1,0
GCA_001562095.1,0
GCA_001599475.1,0
GCA_001599495.1,0
GCA_001599735.1,0
GCA_001599955.1,0
GCA_001600055.1,0
GCA_001600115.1,0
GCA_001600135.1,0
GCA_001600155.1,0
GCA_001600175.1,0
GCA_001600215.1,0
GCA_001600355.1,0
GCA_001600395.1,0
GCA_001600615.1,0
GCA_001600655.1,0
GCA_001600775.1,0
GCA_001600795.1,0
GCA_001600835.1,0
GCA_001612595.1,0
GCA_001624995.1,0
GCA_001630345.1,0
GCA_001630475.1,0
GCA_001632345.1,0
GCA_001632355.1,0
GCA_001632365.1,0
GCA_001632375.1,0
GCA_001632425.1,0
GCA_001632435.1,0
GCA_001632445.1,0
GCA_001652835.1,0
GCA_001654535.1,0
GCA_001660065.1,0
GCA_001662005.1,0
GCA_001676635.1,0
GCA_001679825.1,0
GCA_001682475.1,0
GCA_001687445.1,0
GCA_001691755.2,0
GCA_001691765.1,0
GCA_001691835.3,0
GCA_001700625.1,0
GCA_001706745.1,0
GCA_001706785.1,0
GCA_001706815.1,0
GCA_001706825.1,0
GCA_001707035.1,0
GCA_001707045.1,0
GCA_001707075.1,0
GCA_001707095.1,0
GCA_001707215.1,0
GCA_001707295.1,0
GCA_001707345.1,0
GCA_001707355.1,0
GCA_001707385.1,0
GCA_001707415.1,0
GCA_001707655.1,0
GCA_001717165.1,0
GCA_001720155.1,0
GCA_001720195.2,0
GCA_001720205.1,0
GCA_001720235.1,0
GCA_001720245.2,0
GCA_001735935.1,0
GCA_001736075.1,0
GCA_001736105.1,0
GCA_001736125.1,0
GCA_001736155.1,0
GCA_001736185.1,0
GCA_001736195.1,0
GCA_001736215.1,0
GCA_001742905.1,0
GCA_001748505.1,0
GCA_001752585.1,0
GCA_001752605.1,0
GCA_001752625.1,0
GCA_001752645.1,0
GCA_001792895.1,0
GCA_001855635.1,0
GCA_001889225.1,0
GCA_001895945.1,0
GCA_001899475.2,0
GCA_001914285.1,0
GCA_001931775.1,0
GCA_001936605.2,0
GCA_001937815.1,0
GCA_001939255.1,0
GCA_001950515.1,0
GCA_001956935.2,0
GCA_001969225.1,0
GCA_001972285.1,0
GCA_001972365.1,0
GCA_001983365.1,0
GCA_001983385.1,0
GCA_001986395.2,0
GCA_002000105.1,0
GCA_002003045.1,0
GCA_002008925.1,0
GCA_002008935.1,0
GCA_002008965.1,0
GCA_002092935.1,0
GCA_002092955.1,0
GCA_002102565.1,0
GCA_002105065.1,0
GCA_002117355.1,0
GCA_002157005.1,0
GCA_002157015.1,0
GCA_002157025.1,0
GCA_002157035.1,0
GCA_002157085.1,0
GCA_002195955.1,0
GCA_002195965.1,0
GCA_002215705.1,0
GCA_002215745.1,0
GCA_002215755.1,0
GCA_002215765.1,0
GCA_002215775.1,0
GCA_002215825.1,0
GCA_002215835.1,0
GCA_002215855.1,0
GCA_002215885.1,0
GCA_002216205.1,0
GCA_002216725.1,0
GCA_002217545.1,0
GCA_002220035.1,0
GCA_002220045.1,0
GCA_002220445.1,0
GCA_002221985.1,0
GCA_002222015.1,0
GCA_002222025.1,0
GCA_002222095.1,0
GCA_002222115.1,0
GCA_002222135.1,0
GCA_002222145.1,0
GCA_002222155.1,0
GCA_002222165.1,0
GCA_002222215.1,0
GCA_002222225.1,0
GCA_002222245.1,0
GCA_002222255.1,0
GCA_002222295.1,0
GCA_002222315.1,0
GCA_002222325.1,0
GCA_002222335.1,0
GCA_002222375.1,0
GCA_002222385.1,0
GCA_002222395.1,0
GCA_002222405.1,0
GCA_002222455.1,0
GCA_002222465.1,0
GCA_002222475.1,0
GCA_002224005.1,0
GCA_002234625.1,0
GCA_002250355.1,0
GCA_002286715.1,0
GCA_002287115.1,0
GCA_002307675.1,0
GCA_002307695.1,0
GCA_002549865.1,0
GCA_002551515.1,0
GCA_002554575.1,0
GCA_002583695.1,0
GCA_002760635.1,0
GCA_002762355.2,0
GCA_002794735.1,0
GCA_002794775.1,0
GCA_002806785.1,0
GCA_002818225.1,0
GCA_002847145.1,0
GCA_002873125.1,0
GCA_002873275.1,0
GCA_002891385.1,0
GCA_002900275.1,0
GCA_002900995.3,0
GCA_002917965.1,0
GCA_002920065.1,0
GCA_002920205.1,0
GCA_002922495.1,0
GCA_002933715.1,0
GCA_002938355.1,0
GCA_002938375.1,0
GCA_002938385.1,0
GCA_002939025.2,0
GCA_002954075.1,0
GCA_002964805.2,0
GCA_002992925.1,0
GCA_002993085.1,0
GCA_002994785.1,0
GCA_002994855.1,0
GCA_002994865.1,0
GCA_002994895.1,0
GCA_002994955.1,0
GCA_002994995.1,0
GCA_002995035.1,0
GCA_002995095.1,0
GCA_002995135.1,0
GCA_002995155.1,0
GCA_002995295.1,0
GCA_002995315.1,0
GCA_002995335.1,0
GCA_002995355.1,0
GCA_002995375.1,0
GCA_002995475.1,0
GCA_003004685.1,0
GCA_003004715.1,0
GCA_003004725.1,0
GCA_003011985.1,0
GCA_003011995.1,0
GCA_003012045.1,0
GCA_003055205.1,0
GCA_003057275.1,0
GCA_003073295.1,0
GCA_003121355.1,0
GCA_003121365.1,0
GCA_003144115.1,0
GCA_003144125.1,0
GCA_003144135.1,0
GCA_003144195.1,0
GCA_003144205.1,0
GCA_003144235.1,0
GCA_003144245.1,0
GCA_003144295.1,0
GCA_003234015.1,0
GCA_003243755.1,0
GCA_003243765.1,0
GCA_003290485.1,0
GCA_003313115.1,0
GCA_003313155.1,0
GCA_003313235.2,0
GCA_003313645.1,0
GCA_003313665.1,0
GCA_003313685.1,0
GCA_003313735.1,0
GCA_003313805.1,0
GCA_003313855.1,0
GCA_003313875.1,0
GCA_003313885.1,0
GCA_003313945.1,0
GCA_003313985.1,0
GCA_003314005.1,0
GCA_003314055.1,0
GCA_003314065.1,0
GCA_003314085.1,0
GCA_003314235.1,0
GCA_003314295.1,0
GCA_003314335.1,0
GCA_003314355.1,0
GCA_003314395.1,0
GCA_003314545.1,0
GCA_003314595.1,0
GCA_003314615.1,0
GCA_003314635.1,0
GCA_003314695.1,0
GCA_003314755.1,0
GCA_003315835.1,0
GCA_003315845.1,0
GCA_003315875.1,0
GCA_003315895.1,0
GCA_003315915.1,0
GCA_003315925.1,0
GCA_003315955.1,0
GCA_003316005.1,0
GCA_003316025.1,0
GCA_003316055.1,0
GCA_003316125.1,0
GCA_003316335.1,0
GCA_003316405.1,0
GCA_003316425.1,0
GCA_003316435.1,0
GCA_003316465.1,0
GCA_003316505.1,0
GCA_003316615.1,0
GCA_003316655.1,0
GCA_003367725.1,0
GCA_003413585.1,0
GCA_003521245.1,0
GCA_003521275.1,0
GCA_003521295.1,0
GCA_003665825.1,0
GCA_003665835.1,0
GCA_003675405.1,0
GCA_003691605.1,0
GCA_003813185.1,0
GCA_003813205.1,0
GCA_003971905.1,0
GCA_003987915.1,0
GCA_004011275.1,0
GCA_004023515.1,0
GCA_004026345.1,0
GCA_004026415.1,0
GCA_004117975.1,0
GCA_004143675.1,0
GCA_004194325.1,0
GCA_004307905.1,0
GCA_004307915.1,0
GCA_004307925.1,0
GCA_004348175.1,0
GCA_004355085.1,0
GCA_004369045.1,0
GCA_004369055.1,0
GCA_004369065.1,0
GCA_004369085.1,0
GCA_004369125.1,0
GCA_004369135.1,0
GCA_004369175.1,0
GCA_004379715.1,0
GCA_004679265.1,0
GCA_004679275.1,0
GCA_004681135.1,0
GCA_004801975.1,0
GCA_004802725.1,0
GCA_004917845.1,0
GCA_004917865.1,0
GCA_004917895.1,0
GCA_004917925.1,0
GCA_004917935.1,0
GCA_004917965.1,0
GCA_004917975.1,0
GCA_004918005.1,0
GCA_004918015.1,0
GCA_004918025.1,0
GCA_004918065.1,0
GCA_004918075.1,0
GCA_004918155.1,0
GCA_004918235.1,0
GCA_004918305.1,0
GCA_004918315.1,0
GCA_004918325.1,0
GCA_004918335.1,0
GCA_004918345.1,0
GCA_004918405.1,0
GCA_004918415.1,0
GCA_004918445.1,0
GCA_004918455.1,0
GCA_004918485.1,0
GCA_004918515.1,0
GCA_004918525.1,0
GCA_004918605.1,0
GCA_004918625.1,0
GCA_004918635.1,0
GCA_004918645.1,0
GCA_004918655.1,0
GCA_004918665.1,0
GCA_004918725.1,0
GCA_004918735.1,0
GCA_004918745.1,0
GCA_004918755.1,0
GCA_004918795.1,0
GCA_004918805.1,0
GCA_004918835.1,0
GCA_004918885.1,0
GCA_004918895.1,0
GCA_004918905.1,0
