Row,Genus,Phylum,Subphylum,class,Family,Sp,Strain,Assembly,NA
10048,Pseudogymnoascus,Ascomycota,Pezizomycotina,Leotiomycetes,Pseudeurotiaceae,destructans,M1379,GCA_000496955.1,1
10049,Pseudogymnoascus,Ascomycota,Pezizomycotina,Leotiomycetes,Pseudeurotiaceae,pannorum,M1372,GCA_000497305.1,1
10050,Pseudogymnoascus,Ascomycota,Pezizomycotina,Leotiomycetes,Pseudeurotiaceae,destructans,20631-21,GCA_000184105.1,1
10051,Pseudogymnoascus,Ascomycota,Pezizomycotina,Leotiomycetes,Pseudeurotiaceae,destructans,20631-21,GCF_000184105.1,1
10052,Pseudomassariella,Ascomycota,Pezizomycotina,Sordariomycetes,Pseudomassariaceae,vexata,CBS.129021,GCA_002105095.1,1
10053,Pseudomassariella,Ascomycota,Pezizomycotina,Sordariomycetes,Pseudomassariaceae,vexata,CBS.129021,GCF_002105095.1,1
10054,Pseudovirgaria,Ascomycota,Pezizomycotina,Dothideomycetes,Acrospermaceae,hyperparasitica,CBS.121739,GCA_010093815.1,1
10055,Pseudovirgaria,Ascomycota,Pezizomycotina,Dothideomycetes,Acrospermaceae,hyperparasitica,CBS.121739,GCF_010093815.1,1
10056,Purpureocillium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,takamizusanense,PT3,GCA_022605165.1,1
10057,Purpureocillium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,takamizusanense,PT3,GCF_022605165.1,1
10058,Purpureocillium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,lilacinum,NA,GCA_001653265.1,1
10059,Purpureocillium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,lilacinum,NA,GCF_001653265.1,1
10060,Purpureocillium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,lavendulum,YMF1.00683,GCA_029168975.1,1
10061,Purpureocillium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,lilacinum,CBS.284.36,GCA_023168085.2,1
10062,Purpureocillium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,lilacinum,IFM.63780,GCA_023168115.2,1
10063,Purpureocillium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,lilacinum,TERIBC.1,GCA_001468795.1,1
10064,Purpureocillium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,lilacinum,36-1,GCA_003144605.1,1
10065,Purpureocillium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,lilacinum,CBS.150709,GCA_033847395.1,1
10066,Purpureocillium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,lilacinum,NA,GCA_001653205.1,1
10067,Purpureocillium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,lilacinum,MBC.109,GCA_030772975.1,1
10068,Purpureocillium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,lilacinum,MBC.002,GCA_030777725.1,1
10069,Purpureocillium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,lilacinum,NA,GCA_004026395.1,1
10070,Purpureocillium,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordycipitaceae,lilacinum,NA,GCA_004026455.1,1
10071,Pyrenochaeta,Ascomycota,Pezizomycotina,Dothideomycetes,Neopyrenochaetaceae,sp.,MPI-SDFR-AT-0127,GCA_020747015.1,1
10072,Pyrenochaeta,Ascomycota,Pezizomycotina,Dothideomycetes,Neopyrenochaetaceae,sp.,DS3sAY3a,GCA_001644535.1,1
10073,Pyrenochaeta,Ascomycota,Pezizomycotina,Dothideomycetes,Neopyrenochaetaceae,sp.,UM.256,GCA_000359685.2,1
10074,Pyrenochaeta,Ascomycota,Pezizomycotina,Dothideomycetes,Pseudopyrenochaetaceae,sp.,MPI-SDFR-AT-0127,GCA_020747015.1,1
10075,Pyrenochaeta,Ascomycota,Pezizomycotina,Dothideomycetes,Pseudopyrenochaetaceae,sp.,DS3sAY3a,GCA_001644535.1,1
10076,Pyrenochaeta,Ascomycota,Pezizomycotina,Dothideomycetes,Pseudopyrenochaetaceae,sp.,UM.256,GCA_000359685.2,1
10077,Pyrenochaeta,Ascomycota,Pezizomycotina,Dothideomycetes,Cucurbitariaceae,sp.,MPI-SDFR-AT-0127,GCA_020747015.1,1
10078,Pyrenochaeta,Ascomycota,Pezizomycotina,Dothideomycetes,Cucurbitariaceae,sp.,DS3sAY3a,GCA_001644535.1,1
10079,Pyrenochaeta,Ascomycota,Pezizomycotina,Dothideomycetes,Cucurbitariaceae,sp.,UM.256,GCA_000359685.2,1
10080,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,NA,GCA_014334815.1,1
10081,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,Pt-1C-BFP,GCA_000149985.1,1
10082,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,Pt-1C-BFP,GCF_000149985.1,1
10083,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,seminiperda,CCB06,GCA_000465215.2,1
10084,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,graminea,CBS.336.29,GCA_012365135.1,1
10085,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,NA,GCA_014334755.1,1
10086,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,NA,GCA_014334775.1,1
10087,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,NA,GCA_014334795.1,1
10088,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,NA,GCA_025558015.1,1
10089,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,NA,GCA_025557955.1,1
10090,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,NA,GCA_022813025.1,1
10091,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,DW5,GCA_003231415.2,1
10092,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,M4,GCA_003171515.3,1
10093,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,134,GCA_003231325.2,1
10094,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,NA,GCA_022813065.1,1
10095,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,Ptr90-2,GCA_022837075.1,1
10096,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,86-124,GCA_003231425.2,1
10097,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,NA,GCA_008086845.1,1
10098,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,NA,GCA_900232045.3,1
10099,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,NA,GCA_008086725.1,1
10100,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,NA,GCA_006112615.1,1
10101,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,NA,GCA_008086755.1,1
10102,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,NA,GCA_018492725.1,1
10103,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,NA,GCA_031213615.1,1
10104,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,NA,GCA_008692205.1,1
10105,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,90-2,GCA_025541415.1,1
10106,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,SW15-1,GCA_025541515.1,1
10107,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,G9-4,GCA_025541395.1,1
10108,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,SW20-7,GCA_025544665.1,1
10109,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,L3-1,GCA_025544615.1,1
10110,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,I-33-1,GCA_025544595.1,1
10111,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,AB88-2,GCA_025541595.1,1
10112,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,SW21-8,GCA_025544455.1,1
10113,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,SW21-1,GCA_025544555.1,1
10114,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,SW2-1,GCA_025544535.1,1
10115,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,SW7-5,GCA_025544475.1,1
10116,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,SW21-7,GCA_025544515.1,1
10117,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,L2-1,GCA_025541685.1,1
10118,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,L4-1,GCA_025544575.1,1
10119,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,Alg3-24,GCA_025541375.1,1
10120,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,AZ35-5,GCA_025536715.1,1
10121,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,SW1-2,GCA_025541575.1,1
10122,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,Alg4x-1,GCA_025541335.1,1
10123,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,I-35-18,GCA_025557995.1,1
10124,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,ASC1,GCA_025544635.1,1
10125,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,Alg215,GCA_022544805.1,1
10126,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,I-34-1,GCA_025558035.1,1
10127,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,SW21-5,GCA_025541425.1,1
10128,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,I-35-56,GCA_025541055.1,1
10129,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,T126-1,GCA_025541355.1,1
10130,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,I-34-5,GCA_025541035.1,1
10131,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,I-36-1,GCA_025541095.1,1
10132,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,I-17-2,GCA_025541075.1,1
10133,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,AlgH1,GCA_025536725.1,1
10134,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,86-124,GCA_025544435.1,1
10135,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,I-72-7,GCA_025541475.1,1
10136,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,SC29-1,GCA_025541405.1,1
10137,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,I-72-1,GCA_025541495.1,1
10138,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,T128-1,GCA_025557965.1,1
10139,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,ARCrossB10,GCA_003171545.1,1
10140,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,T181-1,GCA_025536695.1,1
10141,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,T176-2,GCA_025536705.1,1
10142,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,T132-2,GCA_025541555.1,1
10143,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,T199,GCA_022578395.1,1
10144,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,331-2,GCA_025541535.1,1
10145,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,T205,GCA_022578365.1,1
10146,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,Alg130,GCA_022544795.1,1
10147,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,SN001A,GCA_022788415.1,1
10148,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,EW7m1,GCA_022788435.1,1
10149,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,SN002B,GCA_022788425.1,1
10150,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,EW4-4,GCA_022788405.1,1
10151,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,EW306-2-1,GCA_022788505.1,1
10152,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,CC142,GCA_022788515.1,1
10153,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,SN001C,GCA_022788445.1,1
10154,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,92-171R5,GCA_025541315.1,1
10155,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,5213,GCA_003231345.1,1
10156,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,239,GCA_003231365.1,1
10157,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tritici-repentis,11137,GCA_003231355.1,1
10158,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,LQA,GCA_020027095.1,1
10159,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,HRS10128,GCA_025504615.1,1
10160,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,WAC10721,GCA_025495205.1,1
10161,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,Ptm14015,GCA_025504625.1,1
10162,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,Ptt12013,GCA_025504605.1,1
10163,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,SNB172,GCA_025504585.1,1
10164,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,NA,GCA_008086785.1,1
10165,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,NB85,GCA_009728675.1,1
10166,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,NB29,GCA_009728665.1,1
10167,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,HRS9122,GCA_009728645.1,1
10168,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,HRS9139,GCA_009728635.1,1
10169,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,NB73,GCA_009728655.1,1
10170,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,0-1,GCA_000166005.1,1
10171,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,0-1,GCF_000166005.1,1
10172,Pyrenophora,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,teres,NA,GCA_900231935.2,1
10173,Pyronema,Ascomycota,Pezizomycotina,Pezizomycetes,Pyronemataceae,omphalodes,CBS.144459,GCA_024516155.1,1
10174,Pyronema,Ascomycota,Pezizomycotina,Pezizomycetes,Pyronemataceae,domesticum,CBS.144463,GCA_024516145.1,1
10175,Pyronema,Ascomycota,Pezizomycotina,Pezizomycetes,Pyronemataceae,omphalodes,CBS100304,GCA_000981605.1,1
10176,Rhexocercosporidium,Ascomycota,Pezizomycotina,Leotiomycetes,NA,sp.,MPI-PUGE-AT-0058,GCA_020746875.1,1
10177,Rhizodiscina,Ascomycota,Pezizomycotina,Dothideomycetes,Patellariaceae,lignyota,CBS.133067,GCA_010015805.1,1
10178,Rhytidhysteron,Ascomycota,Pezizomycotina,Dothideomycetes,Hysteriaceae,rufulum,CBS.306.38,GCA_000467735.1,1
10179,Rosellinia,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariaceae,necatrix,R18_UHMW+HMW,GCA_021209875.1,1
10180,Rosellinia,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariaceae,necatrix,R28,GCA_021209685.1,1
10181,Rosellinia,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariaceae,necatrix,R18_HMW,GCA_021209865.1,1
10182,Rosellinia,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariaceae,necatrix,R25,GCA_021209665.1,1
10183,Rosellinia,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariaceae,necatrix,R10,GCA_021209715.1,1
10184,Rosellinia,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariaceae,necatrix,W97,GCA_001445595.3,1
10185,Rosellinia,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariaceae,necatrix,CMW50482,GCA_026420105.1,1
10186,Rostrohypoxylon,Ascomycota,Pezizomycotina,Sordariomycetes,Hypoxylaceae,terebratum,CBS.119137,GCA_022497145.1,1
10187,Rutstroemia,Ascomycota,Pezizomycotina,Leotiomycetes,Rutstroemiaceae,sp.,NJR-2017a.BBW,GCA_002946425.1,1
10188,Rutstroemia,Ascomycota,Pezizomycotina,Leotiomycetes,Rutstroemiaceae,sp.,NJR-2017a.BVV2,GCA_002946415.1,1
10189,Rutstroemia,Ascomycota,Pezizomycotina,Leotiomycetes,Rutstroemiaceae,sp.,NJR-2017a.WRK4,GCA_002946385.1,1
10190,Rutstroemia,Ascomycota,Pezizomycotina,Leotiomycetes,Rutstroemiaceae,sydowiana,CBS.115975,GCA_000812895.1,1
10191,Saccharata,Ascomycota,Pezizomycotina,Dothideomycetes,Saccharataceae,proteae,CBS.121410,GCA_010015785.1,1
10192,Saccharomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,cerevisiae,S288C,GCA_000146045.2,1
10193,Saccharomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,cerevisiae,S288C,GCF_000146045.2,1
10194,Saccharomyces,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetaceae,kudriavzevii,IFO1802,GCA_947243775.1,1
