Row,Genus,Phylum,Subphylum,class,Family,Sp,Strain,Assembly,NA
6015,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,oligosperma,CBS.72588,GCA_000835515.1,1
6016,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,oligosperma,CBS.72588,GCF_000835515.1,1
6017,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,mesophila,CBS.40295,GCA_000836275.1,1
6018,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,mesophila,CBS.40295,GCF_000836275.1,1
6019,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,alcalophila,JCM.1751,GCA_001599775.1,1
6020,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,sp.,LBMH1013,GCA_024611085.1,1
6021,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,sp.,HKRS030,GCA_023897205.1,1
6022,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,sideris,CBS.121828,GCA_000835395.1,1
6023,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,calicioides,JCM.6030,GCA_001599795.1,1
6024,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,phaeomuriformis,CBS.132758,GCA_010883475.1,1
6025,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,sp.,NA,GCA_004026505.1,1
6026,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,sp.,NA,GCA_015295625.1,1
6027,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,CBS.115663,GCA_010883545.1,1
6028,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,M20-04A,GCA_023621285.1,1
6029,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,CBS.132754,GCA_010883525.1,1
6030,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,Ex12,GCA_028027665.1,1
6031,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,PF4406,GCA_023621275.1,1
6032,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,Ex9,GCA_028028305.1,1
6033,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,Ex11,GCA_028028135.1,1
6034,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,Ex1,GCA_028025245.1,1
6035,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,Ex8,GCA_030028025.1,1
6036,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,Ex3,GCA_028024475.1,1
6037,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,Ex2,GCA_028024505.1,1
6038,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,Ex7,GCA_028028335.1,1
6039,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,Ex21,GCA_028025565.1,1
6040,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,Ex17,GCA_028026935.1,1
6041,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,Ex5,GCA_028024125.1,1
6042,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,Ex10,GCA_028028245.1,1
6043,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,Ex13,GCA_028027615.1,1
6044,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,CBS.120473,GCA_010883455.1,1
6045,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,Ex23,GCA_028025295.1,1
6046,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,Ex6,GCA_028023995.1,1
6047,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,Ex20,GCA_028026005.1,1
6048,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,Ex16,GCA_028027435.1,1
6049,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,Ex22,GCA_030028065.1,1
6050,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,Ex19,GCA_028026235.1,1
6051,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,Ex15,GCA_028026945.1,1
6052,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,DCF04,GCA_028024355.1,1
6053,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,CBS.578.76,GCA_010883425.1,1
6054,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,Ex14,GCA_028027445.1,1
6055,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,CBS.109144,GCA_010883275.1,1
6056,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,PKS1,GCA_003349795.1,1
6057,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,dermatitidis,Ex18,GCA_028026245.1,1
6058,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,spinifera,BMU.00051,GCA_010882955.1,1
6059,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,spinifera,BMU.00047,GCA_010882975.1,1
6060,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,spinifera,BMU.08022,GCA_010882995.1,1
6061,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,spinifera,CBS.116557,GCA_010883385.1,1
6062,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,spinifera,CBS.126013,GCA_010883305.1,1
6063,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,spinifera,JCM.15939,GCA_001599535.1,1
6064,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,spinifera,CBS.101539,GCA_010883435.1,1
6065,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,spinifera,CBS.123469,GCA_010883315.1,1
6066,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,spinifera,CBS.131564,GCA_010883335.1,1
6067,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.6142,GCA_035931915.1,1
6068,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.6336,GCA_035928245.1,1
6069,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.6333,GCA_035928425.1,1
6070,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.6238,GCA_035928465.1,1
6071,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.6362,GCA_035928305.1,1
6072,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.5877,GCA_035930025.1,1
6073,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.6043,GCA_036010245.1,1
6074,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.6237,GCA_035928445.1,1
6075,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.6194,GCA_035931885.1,1
6076,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.6180,GCA_035931855.1,1
6077,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.6036,GCA_035932055.1,1
6078,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.5823,GCA_035930105.1,1
6079,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.6196,GCA_035928545.1,1
6080,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.5649,GCA_035928625.1,1
6081,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.6221,GCA_035928505.1,1
6082,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.5801,GCA_035930245.1,1
6083,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.6233,GCA_035928485.1,1
6084,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.6190,GCA_035931935.1,1
6085,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.5784,GCA_035930305.1,1
6086,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.5874,GCA_035930125.1,1
6087,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.5882,GCA_035930065.1,1
6088,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.6060,GCA_035932115.1,1
6089,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,oligosperma,CCFEE.6327,GCA_036872695.1,1
6090,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,TK_68,GCA_030142925.1,1
6091,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,mesophila,CCFEE.6314,GCA_004011775.1,1
6092,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.6182,GCA_035928665.1,1
6093,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.5811,GCA_035930265.1,1
6094,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.6059,GCA_035932095.1,1
6095,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.6357,GCA_035928205.1,1
6096,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.6068,GCA_035931835.1,1
6097,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,oligosperma,FKI-L8-BK-P1,GCA_022813245.1,1
6098,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.5985,GCA_035930045.1,1
6099,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,mesophila,CBS.120910,GCA_000785215.1,1
6100,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.5816,GCA_035930285.1,1
6101,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CBS.102455,GCA_000798695.1,1
6102,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,xenobiotica,CCFEE.5819,GCA_035930205.1,1
6103,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,viscosa,JF.03-4F,GCA_022695825.1,1
6104,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,sideris,CCFEE.6328,GCA_035927145.1,1
6105,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,sideris,CCFEE.5748,GCA_035927165.1,1
6106,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,sideris,CCFEE.5749,GCA_035927125.1,1
6107,Exophiala,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,oligosperma,NA,GCA_015295565.1,1
6108,Fonsecaea,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,pedrosoi,CBS.271.37,GCA_000835455.1,1
6109,Fonsecaea,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,pedrosoi,CBS.271.37,GCF_000835455.1,1
6110,Fonsecaea,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,nubica,CBS.269.64,GCA_001646965.1,1
6111,Fonsecaea,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,nubica,CBS.269.64,GCF_001646965.1,1
6112,Fonsecaea,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,monophora,CBS.269.37,GCA_001642475.1,1
6113,Fonsecaea,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,monophora,CBS.269.37,GCF_001642475.1,1
6114,Fonsecaea,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,pugnacius,CBS.139214,GCA_011800825.1,1
6115,Fonsecaea,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,multimorphosa,CBS.102226,GCA_000836435.1,1
6116,Fonsecaea,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,multimorphosa,CBS.102226,GCF_000836435.1,1
6117,Fonsecaea,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,erecta,CBS.125763,GCA_001651985.1,1
6118,Fonsecaea,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,erecta,CBS.125763,GCF_001651985.1,1
6119,Fonsecaea,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,multimorphosa,CBS.980.96,GCA_001646985.1,1
6120,Fonsecaea,Ascomycota,Pezizomycotina,Eurotiomycetes,Herpotrichiellaceae,pedrosoi,ATCC.46428,GCA_020310725.1,1
6121,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,oxysporum,Fo47,GCA_013085055.1,1
6122,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,oxysporum,Fo47,GCF_013085055.1,1
6123,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,avenaceum,WV21P1A,GCA_025948275.1,1
6124,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,asiaticum,KCTC.16664,GCA_025258505.1,1
6125,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,solani-melongenae,CRI.24-3,GCA_023101225.1,1
6126,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,falciforme,Fu3.1,GCA_026873545.1,1
6127,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,falciforme,Fu3.1,GCF_026873545.1,1
6128,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,culmorum,Class2-1B,GCA_016952355.1,1
6129,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,meridionale,JX18-4,GCA_032355295.1,1
6130,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,fujikuroi,IMI.58289,GCA_900079805.1,1
6131,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,fujikuroi,IMI.58289,GCF_900079805.1,1
6132,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,venenatum,A3/5,GCA_900007375.1,1
6133,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,venenatum,A3/5,GCF_900007375.1,1
6134,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,graminearum,PH-1;.NRRL.31084,GCA_000240135.3,1
6135,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,graminearum,PH-1;.NRRL.31084,GCF_000240135.3,1
6136,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,verticillioides,7600,GCA_000149555.1,1
6137,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,verticillioides,7600,GCF_000149555.1,1
6138,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,circinatum,CMWF1803,GCA_024047395.1,1
6139,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,pseudograminearum,CS3096,GCA_000303195.2,1
6140,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,pseudograminearum,CS3096,GCF_000303195.2,1
6141,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,poae,DAOMC.252244,GCA_019609905.1,1
6142,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,poae,DAOMC.252244,GCF_019609905.1,1
6143,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,musae,F31,GCA_019915245.1,1
6144,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,musae,F31,GCF_019915245.1,1
6145,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,kyushuense,WFK101,GCA_034753255.1,1
6146,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,keratoplasticum,NA,GCA_025433545.1,1
6147,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,keratoplasticum,NA,GCF_025433545.1,1
6148,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,sp.,NA,GCA_025433615.1,1
6149,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,sp.,NA,GCA_025433565.1,1
6150,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,vanettenii,NA,GCA_000151355.1,1
6151,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,vanettenii,NA,GCF_000151355.1,1
6152,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,boothii,CBS.316.73,GCA_017656985.1,1
6153,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,pilosicola,CMWF1183,GCA_020615335.1,1
6154,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,fracticaudum,CBS.137234,GCA_003353625.1,1
6155,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,aethiopicum,CBS.122858,GCA_017657045.1,1
6156,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,pininemorale,CMW.25243,GCA_002165215.1,1
6157,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,louisianense,CBS.127525,GCA_017656775.1,1
6158,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,paranaense,CML1830,GCA_027886155.1,1
6159,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,dlaminii,NRRL.13164,GCA_013186775.1,1
6160,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,praegraminearum,NRRL.39664,GCA_002093855.1,1
6161,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,concentricum,NRRL.25181,GCA_014824425.1,1
6162,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,oligoseptatum,NRRL62579,GCA_003946995.1,1
6163,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,tjaetaba,NRRL.66243,GCA_013396195.1,1
6164,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,tjaetaba,NRRL.66243,GCF_013396195.1,1
6165,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,acutatum,NRRL.13308,GCA_012932015.1,1
6166,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,anguioides,NRRL.25385,GCA_012977745.1,1
6167,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,denticulatum,NRRL.25311,GCA_013396175.1,1
6168,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,mundagurra,NRRL.66235,GCA_013396205.1,1
6169,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,sublunatum,NRRL.13384,GCA_013623665.1,1
6170,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,begoniae,NRRL.25300,GCA_013186755.1,1
6171,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,subtropicale,NRRL.66764,GCA_003670145.1,1
6172,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,abutilonis,NRRL.66737,GCA_021655885.1,1
6173,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,ramigenum,NRRL.25208,GCA_013186855.1,1
6174,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,phyllophilum,NRRL.13617,GCA_013396025.1,1
6175,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,austroafricanum,NRRL.53441,GCA_012932025.1,1
6176,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,coicis,NRRL.66233,GCA_013781345.1,1
6177,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,protoensiforme,NRRL.22178,GCA_011320165.1,1
6178,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,sterilihyphosum,NRRL.25623,GCA_013186845.1,1
6179,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,liriodendri,NRRL.22389,GCA_023509735.1,1
6180,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,globosum,NRRL.26131,GCA_013396165.1,1
6181,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,pseudoanthophilum,NRRL.25211,GCA_013395995.1,1
6182,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,sarcochroum,NRRL.20472,GCA_013266185.1,1
6183,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,concolor,NRRL.13459,GCA_013184415.1,1
6184,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,pseudonygamai,NRRL.13592,GCA_013186785.1,1
6185,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,goolgardi,NRRL.66250,GCA_014899075.1,1
6186,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,robinianum,NRRL.25729,GCA_013623725.1,1
6187,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,devonianum,NRRL.22134,GCA_017140155.1,1
6188,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,continuum,NRRL.66286,GCA_013184455.1,1
6189,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,neocosmosporiellum,NRRL.22166,GCA_006518225.1,1
6190,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,drepaniforme,NRRL.62941,GCA_012978555.1,1
6191,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,newnesense,NRRL.66241,GCA_013184375.1,1
6192,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,xyrophilum,NRRL.62721,GCA_008711595.1,1
6193,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,albidum,NRRL_22152,GCA_013618265.1,1
6194,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,azukiicola,NRRL.54364,GCA_001680625.1,1
6195,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,solani,FSSC.5.MPI-SDFR-AT-0091,GCA_020744495.1,1
6196,Fusarium,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,solani,FSSC.5.MPI-SDFR-AT-0091,GCF_020744495.1,1
