Row,Genus,Phylum,Subphylum,class,Family,Sp,Strain,Assembly,NA
39,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,ethzedia,BMP.0044,GCA_023757985.1,1
40,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,ethzedia,BMP.0044,GCF_023757985.1,1
41,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,triticina,CBS.763.84,GCA_022609215.1,1
42,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,postmessia,BMP.2775,GCA_024291825.1,1
43,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,postmessia,BMP.2775,GCF_024291825.1,1
44,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,SRC1lrK2f,GCA_001642055.1,1
45,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,SRC1lrK2f,GCF_001642055.1,1
46,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tenuissima,FERA.1166,GCA_004156035.1,1
47,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,brassicicola,Abra43,GCA_002796735.1,1
48,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,arborescens,FERA.675,GCA_004154835.1,1
49,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,arborescens,FERA.675,GCF_004154835.1,1
50,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternarina,TB-1129,GCA_036971565.1,1
51,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,rosae,MPI-PUGE-AT-0040,GCA_020736505.1,1
52,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,rosae,MPI-PUGE-AT-0040,GCF_020736505.1,1
53,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,dauci,NA,GCA_025504955.1,1
54,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,sp.,MG1,GCA_003574525.1,1
55,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,sp.,W740-01,GCA_024321975.1,1
56,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,panax,BNCC115425,GCA_019702505.1,1
57,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,porri,NA,GCA_029783965.1,1
58,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,sp.,SPS-2,GCA_024606205.1,1
59,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,atra,NA,GCA_907166805.1,1
60,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,atra,NA,GCF_907166805.1,1
61,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,gaisen,FERA.650,GCA_004156025.2,1
62,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,conjuncta,BMP.0040,GCA_024043145.1,1
63,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,conjuncta,BMP.0040,GCF_024043145.1,1
64,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,angustiovoidea,FKII-L2-CM-DRAB1,GCA_022814545.1,1
65,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,sp.,S3601,GCA_023621325.1,1
66,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,sp.,Ai002NY15,GCA_023758125.1,1
67,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,destruens,LH_A593,GCA_037044395.1,1
68,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,consortialis,JCM.1940,GCA_001950455.1,1
69,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,sp.,BMP.2799,GCA_023758145.1,1
70,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,sp.,BMP.0032,GCA_023758005.1,1
71,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,sp.,M3903,GCA_023621305.1,1
72,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alstroemeriae,LH_A124,GCA_037044435.1,1
73,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,sp.,M3908,GCA_023621335.1,1
74,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,gansuensis,LYZ1412,GCA_009289805.1,1
75,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,DZ,GCA_029891365.1,1
76,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Z7,GCA_014751505.1,1
77,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,brassicae,NA,GCA_036768465.1,1
78,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,brassicae,NA,GCA_036768455.1,1
79,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Y784-BC03,GCA_020085065.1,1
80,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,NAP07,GCA_009932595.1,1
81,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,arborescens,EGS.39-128,GCA_000256225.1,1
82,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,rosae,BMP.2777,GCA_024043135.1,1
83,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,PF1,GCA_018104255.1,1
84,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,JS-1623,GCA_009650635.1,1
85,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,PN2,GCA_011420565.1,1
86,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,PN1,GCA_011420445.1,1
87,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,MPI-PUGE-AT-0064,GCA_020736535.1,1
88,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,JS-0527,GCA_011420255.1,1
89,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,ATCC.34957,GCA_001443195.1,1
90,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,EV-MIL-31,GCA_016097525.1,1
91,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,B3,GCA_014154925.1,1
92,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,hznu325,GCA_020449105.1,1
93,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,KAS5516,GCA_020736765.1,1
94,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Z7,GCA_001572055.1,1
95,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Altal1,GCA_023079285.1,1
96,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,DET2001,GCA_020736775.1,1
97,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Z14,GCA_022345175.1,1
98,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,DET2010,GCA_020736745.1,1
99,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Y1,GCA_022344325.1,1
100,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,X16,GCA_022344405.1,1
101,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,DET2019,GCA_020736755.1,1
102,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Z10,GCA_022345285.1,1
103,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,EGS_44-159,GCA_022344695.1,1
104,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Z2,GCA_022355435.1,1
105,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,X8,GCA_022344335.1,1
106,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Y12,GCA_022344255.1,1
107,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Z12,GCA_022345235.1,1
108,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,X15,GCA_022344415.1,1
109,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Y4,GCA_022344155.1,1
110,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Z4,GCA_022345105.1,1
111,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Z6,GCA_022345075.1,1
112,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,EGS_44-110,GCA_022344705.1,1
113,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,C5,GCA_022344835.1,1
114,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,BC2-RLR-17S,GCA_022344995.1,1
115,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,FERA.1177,GCA_004154755.1,1
116,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,X6,GCA_022344365.1,1
117,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,H18,GCA_022344575.1,1
118,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,C25,GCA_022344855.1,1
119,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Y17,GCA_022344125.1,1
120,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Z5,GCA_022345095.1,1
121,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Z13,GCA_022345165.1,1
122,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Y14,GCA_022344235.1,1
123,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,C4,GCA_022344825.1,1
124,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Y8,GCA_022345305.1,1
125,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Y15,GCA_022344205.1,1
126,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,X9,GCA_022344295.1,1
127,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,D3,GCA_022344765.1,1
128,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,X11,GCA_022344465.1,1
129,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,X12,GCA_022344435.1,1
130,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Y10,GCA_022344265.1,1
131,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,H20,GCA_022344555.1,1
132,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Y3,GCA_022344145.1,1
133,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,H10,GCA_022344655.1,1
134,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Y16,GCA_022344135.1,1
135,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,C22,GCA_022344895.1,1
136,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Y2,GCA_022344165.1,1
137,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,X1,GCA_022344485.1,1
138,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,H13,GCA_022344625.1,1
139,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Z15,GCA_022345185.1,1
140,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,C11,GCA_022344985.1,1
141,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,X7,GCA_022344355.1,1
142,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Y7,GCA_022345335.1,1
143,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,D4,GCA_022344745.1,1
144,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,C6,GCA_022344775.1,1
145,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,C24,GCA_022344875.1,1
146,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Z3,GCA_022345155.1,1
147,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Z11,GCA_022345245.1,1
148,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,H1,GCA_022344665.1,1
149,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Z8,GCA_022345085.1,1
150,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,C19,GCA_022344925.1,1
151,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,H19,GCA_022344545.1,1
152,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,C21,GCA_022344885.1,1
153,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,B2a,GCA_001696825.1,1
154,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Z1,GCA_022345265.1,1
155,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,H23,GCA_022344495.1,1
156,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,C20,GCA_022344905.1,1
157,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Y13,GCA_022344225.1,1
158,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,H11,GCA_022344635.1,1
159,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,H15,GCA_022344615.1,1
160,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,C14,GCA_022344955.1,1
161,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,H3,GCA_022344505.1,1
162,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,MOD1-FUNGI5,GCA_004634295.1,1
163,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,alternata,Y9,GCA_022345275.1,1
164,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tenuissima,FERA.648,GCA_004154765.1,1
165,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tenuissima,ANJ,GCA_017589455.1,1
166,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tenuissima,FERA.1164,GCA_004156015.1,1
167,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tenuissima,FERA.24350,GCA_004154735.1,1
168,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,solani,HWC-168-2012p,GCA_002837235.1,1
169,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tenuissima,FERA.743,GCA_004154845.1,1
170,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tenuissima,FERA.1082,GCA_004154745.1,1
171,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,tenuissima,FERA.635,GCA_004168565.1,1
172,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,solani,TA-0410,GCA_036363465.1,1
173,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,brassicicola,Altbr1,GCA_023079265.1,1
174,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,arborescens,DET2008,GCA_020736785.1,1
175,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,arborescens,RGR.97.0013,GCA_004155955.1,1
176,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,brassicicola,W.1,GCA_027569655.1,1
177,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,brassicicola,ATCC.96836,GCA_027569035.1,1
178,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,arborescens,RGR.97.0016,GCA_004154815.1,1
179,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,arborescens,MOD1-FUNGI6,GCA_004634205.1,1
180,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,arborescens,NRRL.20593,GCA_013282825.1,1
181,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,brassicicola,ATCC.96836,GCA_000174375.1,1
182,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,brassicae,LPTD3,GCA_030704915.1,1
183,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,brassicae,LPND,GCA_030704925.1,1
184,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,burnsii,HNLF-44,GCA_021613345.1,1
185,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,burnsii,NA,GCA_951284595.1,1
186,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,angustiovoidea,FKII-L8-BK-P2B,GCA_022814425.1,1
187,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,gaisen,H14,GCA_022345565.1,1
188,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,gaisen,D7,GCA_022345635.1,1
189,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,gaisen,X14,GCA_022345405.1,1
190,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,gaisen,X3,GCA_022345375.1,1
191,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,gaisen,X5,GCA_022345345.1,1
192,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,gaisen,X2,GCA_022345385.1,1
193,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,gaisen,X13,GCA_022345445.1,1
194,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,gaisen,D10,GCA_022345675.1,1
195,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,gaisen,D8,GCA_022345585.1,1
196,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,gaisen,D9,GCA_022345575.1,1
197,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,gaisen,D11,GCA_022345655.1,1
198,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,gaisen,X10,GCA_022345455.1,1
199,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,gaisen,H16,GCA_022345525.1,1
200,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,gaisen,H8,GCA_022345485.1,1
201,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,gaisen,D5,GCA_022345615.1,1
202,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,gaisen,H7,GCA_022345505.1,1
203,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,gaisen,H9,GCA_022345465.1,1
204,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,atra,MOD1-FUNGI7,GCA_004634305.1,1
205,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,gansuensis,LYZ1412,GCA_008973795.1,1
206,Alternaria,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporaceae,arborescens,DET2035,GCA_025426055.1,1
207,Ambrosiozyma,Ascomycota,Saccharomycotina,Saccharomycetes,NA,philentoma,NRRL.Y-7523,GCA_003707675.3,1
208,Ambrosiozyma,Ascomycota,Saccharomycotina,Saccharomycetes,NA,kashinagicola,JCM.15019,GCA_001599075.1,1
209,Ambrosiozyma,Ascomycota,Saccharomycotina,Saccharomycetes,NA,ambrosiae,NRRL.Y-7524,GCA_003705185.2,1
210,Ambrosiozyma,Ascomycota,Saccharomycotina,Saccharomycetes,NA,pseudovanderkliftii,NRRL.Y-63632,GCA_003707895.3,1
211,Ambrosiozyma,Ascomycota,Saccharomycotina,Saccharomycetes,NA,monospora,JCM.7599,GCA_001599995.1,1
212,Ambrosiozyma,Ascomycota,Saccharomycotina,Saccharomycetes,NA,platypodis,NRRL.Y-6732,GCA_030557395.1,1
213,Ambrosiozyma,Ascomycota,Saccharomycotina,Saccharomycetes,NA,llanquihuensis,NRRL.Y-17657,GCA_030568425.1,1
214,Ambrosiozyma,Ascomycota,Saccharomycotina,Saccharomycetes,NA,angophorae,NRRL.Y-7118,GCA_030567475.1,1
215,Ambrosiozyma,Ascomycota,Saccharomycotina,Saccharomycetes,NA,vanderkliftii,NRRL.Y-63633,GCA_003705225.2,1
216,Ambrosiozyma,Ascomycota,Saccharomycotina,Saccharomycetes,NA,kamigamensis,NRRL.Y-63629,GCA_030572235.1,1
