Row,Genus,Phylum,Subphylum,class,Family,Sp,Strain,Assembly,NA
4033,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,jiufengensis,CBS.10846,GCF_024610255.1,1
4034,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,pseudojiufengensis,CBS.10847,GCA_024610245.1,1
4035,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,pseudojiufengensis,CBS.10847,GCF_024610245.1,1
4036,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,margitis,CBS.14175,GCA_024628925.1,1
4037,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,margitis,CBS.14175,GCF_024628925.1,1
4038,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,oxycetoniae,CBS.10844,GCA_023343755.2,1
4039,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,oxycetoniae,CBS.10844,GCF_023343755.2,1
4040,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,subhashii,CBS.10753,GCA_019202705.1,1
4041,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,subhashii,CBS.10753,GCF_019202705.1,1
4042,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,membranifaciens,NRRL.Y-2089,GCA_030572415.1,1
4043,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,arabinofermentans,NRRL.YB-2248,GCA_001661425.1,1
4044,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,ethanolica,NRRL.Y-12615,GCA_030570435.1,1
4045,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,gorgasii,NRRL.Y-27707,GCA_003708985.3,1
4046,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,stauntonica,CBS.12241,GCA_030558335.1,1
4047,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,mattraensis,CBS.12097,GCA_030564055.1,1
4048,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,loeiensis,CBS.11899,GCA_030563775.1,1
4049,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,oregonensis,NRRL.Y-5850,GCA_003707785.3,1
4050,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,dendronema,NRRL.Y-7781,GCA_030572355.1,1
4051,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,tammaniensis,NRRL.Y-8257,GCA_030566005.1,1
4052,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,savonica,NRRL.Y-17077,GCA_030570115.1,1
4053,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,conglobata,NRRL.Y-1504,GCA_030572275.1,1
4054,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,wancherniae,NRRL.Y-48709,GCA_003708715.3,1
4055,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,citri,CBS.11858,GCA_030571295.1,1
4056,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,mesenterica,NRRL.Y-1494,GCA_030559045.1,1
4057,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,patagonica,CBS.10443,GCA_030580475.1,1
4058,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,blattariae,NRRL.Y-27703,GCA_030581595.1,1
4059,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,xyloterini,CBS.11547,GCA_030573155.1,1
4060,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,pseudoaaseri,CBS.11170,GCA_030674785.1,1
4061,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,entomophila,NRRL.Y-7783,GCA_030555945.1,1
4062,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,montana,NRRL.Y-17326,GCA_003706615.3,1
4063,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,michaelii,NRRL.Y-27705,GCA_030572395.1,1
4064,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,pseudoflosculorum,CBS.8584,GCA_030674735.1,1
4065,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,smagusa,CBS.11430,GCA_030566775.1,1
4066,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,pseudofarinosa,NCYC.386,GCA_030556505.1,1
4067,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,pseudointermedia,NRRL.Y-10939,GCA_030557285.1,1
4068,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,insectorum,NRRL.Y-7787,GCA_030574895.1,1
4069,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,danieliae,CBS.8533,GCA_030579135.1,1
4070,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,endomychidarum,NRRL.Y-27708,GCA_030582775.1,1
4071,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,ficus,CBS.12638,GCA_030557985.1,1
4072,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,krabiensis,NRRL.Y-27965,GCA_030582815.1,1
4073,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,succiphila,JCM.9445,GCA_001599255.1,1
4074,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,suratensis,CBS.10928,GCA_030566815.1,1
4075,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,glaebosa,NRRL.Y-6949,GCA_030564305.1,1
4076,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,adriatica,CBS.12504,GCA_030558135.1,1
4077,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,baotianensis,CBS.11898,GCA_030556145.1,1
4078,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,andamanensis,CBS.10859,GCA_030569055.1,1
4079,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,pini,NRRL.Y-2023,GCA_030567935.1,1
4080,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,aurita,CBS.9724,GCA_030566905.1,1
4081,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,blattae,NRRL.Y-27698,GCA_003706955.3,1
4082,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,cerambycidarum,NRRL.Y-27706,GCA_030574835.1,1
4083,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,atlantica,NRRL.Y-17759,GCA_030561325.1,1
4084,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,aechmeae,NRRL.Y-48456,GCA_030583085.1,1
4085,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,incommunis,NRRL.Y-17085,GCA_003706695.3,1
4086,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,ascalaphidarum,NRRL.Y-27908,GCA_030674335.1,1
4087,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,fluviatilis,NRRL.Y-7711,GCA_030560825.1,1
4088,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,middelhoveniana,CBS.12306,GCA_030557965.1,1
4089,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,corydali,NRRL.Y-27910,GCA_003706475.3,1
4090,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,chanthaburiensis,CBS.10926,GCA_030579055.1,1
4091,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,melibiosica,NRRL.Y-17076,GCA_030563325.1,1
4092,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,silvicultrix,NRRL.Y-7789,GCA_030574755.1,1
4093,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,nemodendra,NRRL.Y-7779,GCA_030567775.1,1
4094,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,hungchunana,CBS.12243,GCA_030563225.1,1
4095,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,nitratophila,NRRL.YB-3654,GCA_030567875.1,1
4096,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,lessepsii,NRRL.Y-27766.T,GCA_030563485.1,1
4097,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,sphagnicola,CBS.11774.T,GCA_030569075.1,1
4098,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,methanosorbosa,NRRL.Y-17320,GCA_030570755.1,1
4099,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,sonorensis,NRRL.Y-7800,GCA_030567855.1,1
4100,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,suzukii,NRRL.Y-27593,GCA_030568155.1,1
4101,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,lignicola,CBS.10612,GCA_030578435.1,1
4102,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,awuae,CBS.11011,GCA_030563725.1,1
4103,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,atmosphaerica,NRRL.Y-17642,GCA_030574775.1,1
4104,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,insectalens,NRRL.Y-7778T,GCA_030574155.1,1
4105,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,cabralensis,CBS.11679,GCA_030569495.1,1
4106,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,parachauliodes,CBS.13928,GCA_030565145.1,1
4107,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,schatavii,NRRL.Y-17078,GCA_003707405.2,1
4108,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,orba,NRRL.Y-27336,GCA_003708145.3,1
4109,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,germanica,NRRL.Y-27064,GCA_030574815.1,1
4110,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,caryicola,NRRL.YB-1499,GCA_030568635.1,1
4111,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,trypodendri,NRRL.Y-6488,GCA_030572515.1,1
4112,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,heveicola,NRRL.Y-48716,GCA_003708405.2,1
4113,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,ulmi,CBS.8670,GCA_030569675.1,1
4114,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,tallmaniae,CBS.8575.T,GCA_030569655.1,1
4115,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,palmyrensis,CBS.11546,GCA_030558275.1,1
4116,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,diddensiae,NRRL.Y-7589T,GCA_030563465.1,1
4117,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,suthepensis,CBS.12270.T,GCA_030568895.1,1
4118,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,tsuchiyae,NRRL.Y-17840T,GCA_030566995.1,1
4119,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,rugopelliculosa,NRRL.Y-17079,GCA_030570335.1,1
4120,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,xiaguanensis,CBS.13923,GCA_030555925.1,1
4121,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,diospyri,CBS.9769,GCA_030579195.1,1
4122,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,lundiana,CBS.12271.T,GCA_030563415.1,1
4123,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,dajiaensis,CBS.10590,GCA_030579075.1,1
4124,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,yuanshanica,CBS.10589,GCA_030569295.1,1
4125,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,sharkensis,NRRL.Y-48380,GCA_030567015.1,1
4126,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,rhizophorensis,NRRL.Y-48382,GCA_030573355.1,1
4127,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,kutaonensis,CBS.11388,GCA_030562905.1,1
4128,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,ubatubensis,NRRL.Y-27812,GCA_030567085.1,1
4129,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,taylorii,NRRL.Y-27213,GCA_030583035.1,1
4130,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,taoyuanica,CBS.12242,GCA_030567055.1,1
4131,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,quercuum,NRRL.Y-12942,GCA_030556525.1,1
4132,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,tibetensis,CBS.10298,GCA_030570835.1,1
4133,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,buinensis,NRRL.Y-11706T,GCA_030571035.1,1
4134,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,chilensis,NRRL.Y-17141,GCA_030573195.1,1
4135,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,ponderosae,NRRL.YB-2307,GCA_030582235.1,1
4136,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,mogii,NRRL.Y-17032,GCA_030573315.1,1
4137,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,easanensis,JCM.12476,GCA_030580135.1,1
4138,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,robnettiae,CBS.8580T,GCA_030568975.1,1
4139,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,maesae,CBS.12240.T,GCA_030563305.1,1
4140,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,coquimbonensis,CBS.12348,GCA_030566895.1,1
4141,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,maris,NRRL.Y-6696T,GCA_030557505.1,1
4142,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,alai,NRRL.Y-27739,GCA_030572135.1,1
4143,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,sithepensis,JCM.12265,GCA_030564825.1,1
4144,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,sorboxylosa,JCM.1536,GCA_001599115.1,1
4145,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,jianshihensis,CBS.10591,GCA_030562945.1,1
4146,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,peoriensis,NRRL.YB-1497,GCA_030574875.1,1
4147,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,bentonensis,NRRL.YB-2364,GCA_030561725.1,1
4148,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,qinlingensis,CBS.9768,GCA_030563005.1,1
4149,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,inconspicua,CBS.180,GCA_004931855.1,1
4150,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,neerlandica,NRRL.Y-27057,GCA_030557875.1,1
4151,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,nonsorbophila,CBS.10862.T,GCA_030578515.1,1
4152,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,golubevii,NRRL.Y-48707,GCA_030582695.1,1
4153,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,argentea,CBS.12358,GCA_030581555.1,1
4154,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,piceae,NRRL.YB-2107,GCA_030567815.1,1
4155,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,pseudoviswanathii,CBS.13916,GCA_030565125.1,1
4156,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,bohioensis,NRRL.Y-27737,GCA_030582535.1,1
4157,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,labiduridarum,NRRL.Y-27940,GCA_030572435.1,1
4158,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,gigantensis,NRRL.Y-27736,GCA_030557085.1,1
4159,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,tetrigidarum,NRRL.Y-48142,GCA_030557055.1,1
4160,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,pseudocylindracea,CBS.10854T,GCA_030558265.1,1
4161,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,sanyiensis,CBS.10592,GCA_030569275.1,1
4162,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,silvatica,NRRL.Y-7777,GCA_018344475.1,1
4163,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,buenavistaensis,NRRL.Y-27734,GCA_030582575.1,1
4164,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,frijolesensis,NRRL.Y-48060,GCA_030557105.1,1
4165,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,blackwelliae,CBS.10843,GCA_030579015.1,1
4166,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,digboiensis,CBS.9800,GCA_030570855.1,1
4167,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,coleopterorum,CBS.14180,GCA_030565325.1,1
4168,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,takata,CBS.12244,GCA_030564145.1,1
4169,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,dendrica,NRRL.Y-7775,GCA_030570475.1,1
4170,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,insectamans,NRRL.Y-7786T,GCA_030578955.1,1
4171,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,solani,NRRL.Y-2224,GCA_030462955.1,1
4172,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,tropicalis,MYA-3404,GCF_000006335.3,1
4173,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,parapsilosis,CDC317,GCA_000182765.2,1
4174,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,parapsilosis,CDC317,GCF_000182765.1,1
4175,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,haemuloni,B11899,GCF_002926055.2,1
4176,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,metapsilosis,BP57,GCA_017655625.1,1
4177,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,duobushaemulonis,B09383,GCF_002926085.2,1
4178,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,sake,CBA6005,GCA_003243815.1,1
4179,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,blankii,ABL,GCA_024734315.1,1
4180,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,pseudohaemulonii,B12108,GCA_003013735.1,1
4181,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,pseudohaemulonii,B12108,GCF_003013735.1,1
4182,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,thailandica,CBS.10610,GCA_022023595.1,1
4183,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,verbasci,NA,GCA_947670415.1,1
4184,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,boleticola,CBS.7847,GCA_029581775.1,1
4185,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,vartiovaarae,NA,GCA_900465365.1,1
4186,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,aaseri,NA,GCA_947297635.1,1
4187,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,manassasensis,CBS.12534,GCA_030569175.1,1
4188,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,nongkhaiensis,CBS.11724,GCA_030563825.1,1
4189,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,khao-thaluensis,CBS.8535,GCA_030563265.1,1
4190,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,sp.,JCM.15000,GCA_001950555.1,1
4191,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,odintsovae,NRRL.Y-17760,GCA_030557705.1,1
4192,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,succicola,CBS.11726,GCA_030563905.1,1
4193,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,touchengensis,CBS.10585,GCA_030566735.1,1
4194,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,songkhlaensis,NBRC.103214,.DQ404499,GCA_030570975.1,1
4195,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,ecuadorensis,CBS.12653,GCA_030579155.1,1
4196,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,multigemmis,NRRL.Y-17659,GCA_030572295.1,1
4197,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,nanaspora,NRRL.Y-17679,GCA_030557475.1,1
4198,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,inulinophila,CBS.11725,GCA_030562885.1,1
4199,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,koratica,NBRC.103208,GCA_030572455.1,1
4200,Candida,Ascomycota,Saccharomycotina,Saccharomycetes,Debaryomycetaceae,psychrophila,NA,GCA_900186205.1,1
