Row,Genus,Phylum,Subphylum,class,Family,Sp,Strain,Assembly,NA
8043,Lophiostoma,Ascomycota,Pezizomycotina,Dothideomycetes,Lophiostomataceae,macrostomum,CBS.122681,GCA_010405375.1,1
8044,Lophiotrema,Ascomycota,Pezizomycotina,Dothideomycetes,Lophiotremataceae,nucula,CBS.627.86,GCA_010015825.1,1
8045,Lophium,Ascomycota,Pezizomycotina,Dothideomycetes,Mytilinidiaceae,mytilinum,CBS.269.34,GCA_010093605.1,1
8046,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,tecta,BRIP.70781,GCA_024180945.1,1
8047,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,mp053,GCA_020875535.1,1
8048,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,pseudophaseolina,WAC.2767,GCA_022204955.1,1
8049,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,CBS.205.47,GCA_022204945.1,1
8050,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,mp102,GCA_020875235.1,1
8051,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,NA,GCA_008729105.1,1
8052,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,MP2_2471002,GCA_011634645.1,1
8053,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,Al-1,GCA_008729065.1,1
8054,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,mp247,GCA_020875255.1,1
8055,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,mp050,GCA_020875675.1,1
8056,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,mp042,GCA_020875715.1,1
8057,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,mp117,GCA_020875245.1,1
8058,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,mp040,GCA_020875825.1,1
8059,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,mp070,GCA_020875295.1,1
8060,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,MPI-SDFR-AT-0080,GCA_020744275.1,1
8061,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,KE8351,GCA_023089295.1,1
8062,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,KE8337,GCA_023089285.1,1
8063,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,mp021,GCA_020875845.1,1
8064,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,mp124,GCA_020875265.1,1
8065,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,mp007,GCA_020875865.1,1
8066,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,mp194,GCA_020875275.1,1
8067,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,MP00065,GCA_001307945.1,1
8068,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,MO00014,GCA_001307885.1,1
8069,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,MP00327,GCA_001307955.1,1
8070,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,MP00325,GCA_001307935.1,1
8071,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,MP00003,GCA_001307925.1,1
8072,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,MS6,GCA_000302655.1,1
8073,Macrophomina,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriaceae,phaseolina,MRf1,GCA_001051165.1,1
8074,Macroventuria,Ascomycota,Pezizomycotina,Dothideomycetes,Didymellaceae,anomochaeta,CBS.525.71,GCA_010093625.1,1
8075,Macroventuria,Ascomycota,Pezizomycotina,Dothideomycetes,Didymellaceae,anomochaeta,CBS.525.71,GCF_010093625.1,1
8076,Magnaporthe,Ascomycota,Pezizomycotina,Sordariomycetes,Pyriculariaceae,sp.,MG12,GCA_001936955.1,1
8077,Magnaporthe,Ascomycota,Pezizomycotina,Sordariomycetes,Pyriculariaceae,sp.,MG08,GCA_001936555.1,1
8078,Magnaporthe,Ascomycota,Pezizomycotina,Sordariomycetes,Pyriculariaceae,sp.,MG05,GCA_001936065.1,1
8079,Magnaporthe,Ascomycota,Pezizomycotina,Sordariomycetes,Pyriculariaceae,sp.,MG07,GCA_001936455.1,1
8080,Magnaporthe,Ascomycota,Pezizomycotina,Sordariomycetes,Pyriculariaceae,sp.,MG03,GCA_001936055.1,1
8081,Magnaporthiopsis,Ascomycota,Pezizomycotina,Sordariomycetes,Magnaporthaceae,poae,ATCC.64411,GCA_000193285.1,1
8082,Magnaporthiopsis,Ascomycota,Pezizomycotina,Sordariomycetes,Magnaporthaceae,incrustans,M35,GCA_003049425.1,1
8083,Magnaporthiopsis,Ascomycota,Pezizomycotina,Sordariomycetes,Magnaporthaceae,rhizophila,M23,GCA_003049465.1,1
8084,Mariannaea,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,sp.,PMI_226,GCA_024336345.1,1
8085,Mariannaea,Ascomycota,Pezizomycotina,Sordariomycetes,Nectriaceae,elegans,NBRC102301,GCA_930272665.1,1
8086,Marssonina,Ascomycota,Pezizomycotina,Leotiomycetes,Dermateaceae,coronariae,YL1,GCA_037039515.1,1
8087,Marssonina,Ascomycota,Pezizomycotina,Leotiomycetes,Dermateaceae,coronariae,NL1,GCA_002204255.1,1
8088,Marssonina,Ascomycota,Pezizomycotina,Leotiomycetes,Dermateaceae,coronariae,GW01-2013,GCA_026108285.1,1
8089,Massarina,Ascomycota,Pezizomycotina,Dothideomycetes,Massarinaceae,eburnea,CBS.473.64,GCA_010093635.1,1
8090,Massariosphaeria,Ascomycota,Pezizomycotina,Dothideomycetes,NA,phaeospora,CBS.611.86,GCA_011032825.1,1
8091,Melanomma,Ascomycota,Pezizomycotina,Dothideomycetes,Melanommataceae,pulvis-pyrius,CBS.109.77,GCA_010093585.1,1
8092,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,acridum,CQMa.102,GCA_000187405.1,1
8093,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,acridum,CQMa.102,GCF_000187405.1,1
8094,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,anisopliae,JEF-290,GCA_013305495.1,1
8095,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,robertsii,ARSEF.23,GCA_000187425.2,1
8096,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,robertsii,ARSEF.23,GCF_000187425.2,1
8097,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,rileyi,NA,GCA_031753515.1,1
8098,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,brunneum,ARSEF.3297,GCA_000814965.1,1
8099,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,brunneum,ARSEF.3297,GCF_000814965.1,1
8100,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,album,ARSEF.1941,GCA_000804445.1,1
8101,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,album,ARSEF.1941,GCF_000804445.1,1
8102,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,guizhouense,ARSEF.977,GCA_000814955.1,1
8103,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,humberi,ESALQ1638,GCA_020102295.1,1
8104,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,brunneum,4556,GCA_013426205.1,1
8105,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,robertsii,KVL12-38,GCA_037177735.1,1
8106,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,robertsii,KVL12-38.(F19),GCA_037177765.1,1
8107,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,robertsii,KVL12-36,GCA_037177755.1,1
8108,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,robertsii,ARSEF.2575,GCA_000591435.1,1
8109,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,acridum,ARSEF.324,GCA_019434415.1,1
8110,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,acridum,ARSEF.324,GCA_019434395.1,1
8111,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,anisopliae,CQMa421,GCA_013839505.1,1
8112,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,anisopliae,E6,GCA_000739145.1,1
8113,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,anisopliae,TNAU-MA-GDU,GCA_023212845.1,1
8114,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,anisopliae,ARSEF.549,GCA_000814975.1,1
8115,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,anisopliae,BRIP.53284,GCA_000426985.1,1
8116,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,anisopliae,BRIP.53293,GCA_000426965.1,1
8117,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,robertsii,DSM.1490,GCA_027789185.1,1
8118,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,rileyi,Cep018-CH2,GCA_007866325.1,1
8119,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,rileyi,MBC.933,GCA_030789265.1,1
8120,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,rileyi,MBC.830,GCA_030787945.1,1
8121,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,rileyi,RCEF.4871,GCA_001636745.1,1
8122,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,brunneum,EAMb.09/01-Su,GCA_029232585.1,1
8123,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,majus,ARSEF.297,GCA_000814945.1,1
8124,Metarhizium,Ascomycota,Pezizomycotina,Sordariomycetes,Clavicipitaceae,majus,ARSEF.297,GCF_000814945.1,1
8125,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,reukaufii,MR1,GCA_003401635.1,1
8126,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,aff.,APC.1.2,GCA_004217705.1,1
8127,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,zobellii,NA,GCA_939531405.1,1
8128,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,bicuspidata,NRRL.YB-4993,GCA_001664035.1,1
8129,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,bicuspidata,NRRL.YB-4993,GCF_001664035.1,1
8130,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,torresii,CBS.5152,GCA_002893725.1,1
8131,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,aberdeeniae,SUB.05-213.1,GCA_002370615.1,1
8132,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,hibisci,UWOPS.95-797.2,GCA_002374725.1,1
8133,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,proteae,EBD-T1Y1T,GCA_002370515.1,1
8134,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,mauinuiana,UWOPS.04-190.1,GCA_002374555.1,1
8135,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,lunata,NRRL.Y-7131,GCA_030583235.1,1
8136,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,matae,UFMG-CM-Y397T,GCA_002370695.1,1
8137,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,gelsemii,NRRL.Y-48212,GCA_030561745.1,1
8138,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,chrysomelidarum,NRRL.Y-27749,GCA_030582795.1,1
8139,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,cubensis,MUCL.45753,GCA_002374405.1,1
8140,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,koreensis,CBS.8854,GCA_030569435.1,1
8141,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,santaceciliae,UWOPS.01-517a1,GCA_002374485.1,1
8142,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,cerradonensis,UFMG.03-T67.1,GCA_002370635.1,1
8143,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,noctiluminum,NRRL.Y-27753,GCA_030578735.1,1
8144,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,pimensis,NRRL.Y-27619,GCA_030556455.1,1
8145,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,picachoensis,NRRL.Y-27607,GCA_030556465.1,1
8146,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,henanensis,CBS.12677,GCA_030674755.1,1
8147,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,laotica,CBS.12961,GCA_030563125.1,1
8148,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,chrysoperlae,NRRL.Y-27615,GCA_030674525.1,1
8149,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,pulcherrima,FL01,GCA_009746055.1,1
8150,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,australis,W7-5,GCA_019285895.1,1
8151,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,gruessii,NRRL.Y-17809T,GCA_030563445.1,1
8152,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,agaves,NA,GCA_963678735.1,1
8153,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,sp.,EBD-CdV.M2Y3,GCA_002370575.1,1
8154,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,caudata,EBD-CdVSA57-2,GCA_008065175.1,1
8155,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,kipukae,UWOPS.00-669.2,GCA_002370135.1,1
8156,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,hawaiiana,UWOPS91-698.3,GCA_002893645.1,1
8157,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,lopburiensis,CBS.12574,GCA_030563105.1,1
8158,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,sp.,yHQL527,GCA_030578455.1,1
8159,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,drosophilae,UWOPS83-1143.1,GCA_002893705.1,1
8160,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,shivogae,UWOPS.04-310.1,GCA_002374645.1,1
8161,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,drakensbergensis,EBD-CdVSA10-2A,GCA_002370475.1,1
8162,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,anglica,CBS.15342,GCA_030573055.1,1
8163,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,orientalis,UWOPS99-745.6,GCA_002893665.1,1
8164,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,kamakouana,UWOPS.04-112.5,GCA_002374535.1,1
8165,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,sp.,yHKB443,GCA_030444905.1,1
8166,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,sp.,UWOPS.04-226.1,GCA_002370245.1,1
8167,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,kunwiensis,NRRL.Y-48698,GCA_030583255.1,1
8168,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,sp.,yHMJ9,GCA_030444895.1,1
8169,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,saccharicola,CBS.12575T,GCA_030569455.1,1
8170,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,sp.,JCM.33374,GCA_005406065.1,1
8171,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,sp.,UWOPS.04-218.3,GCA_002374635.1,1
8172,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,colocasiae,UWOPS.03-202.1,GCA_002370175.1,1
8173,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,dekortorum,UWOPS.01-522a5,GCA_009756545.1,1
8174,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,sp.,UWOPS.12.619.2,GCA_009756645.1,1
8175,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,krissii,NRRL.Y-5389,GCA_030561945.1,1
8176,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,sp.,UWOPS.03-147.1,GCA_002370795.1,1
8177,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,sp.,UFMG-CM-y6306,GCA_009756535.1,1
8178,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,sp.,AWRI3582,GCA_002894445.1,1
8179,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,bowlesiae,UWOPS.12-619.1,GCA_002370295.1,1
8180,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,sp.,UWOPS.01-655c1,GCA_002370185.1,1
8181,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,similis,UWOPS.03-133.4,GCA_002370765.1,1
8182,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,sp.,UWOPS.03-167b3,GCA_009756565.1,1
8183,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,hawaiiensis,UWOPS.87-2203.2,GCA_002370325.1,1
8184,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,arizonensis,UWOPS.99-103.4,GCA_002370875.1,1
8185,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,sp.,MTCC.13085,GCA_021272955.1,1
8186,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,sp.,UWOPS.13-106.1,GCA_002374735.1,1
8187,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,vanudenii,NRRL.Y-17036,GCA_030583145.1,1
8188,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,hamakuensis,UWOPS.04-199.1,GCA_002370815.1,1
8189,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,lochheadii,UWOPS.99-661.1,GCA_002370915.1,1
8190,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,continentalis,UWOPS.95-402.1,GCA_002370835.1,1
8191,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,borealis,SUB.99-207.1,GCA_002374385.1,1
8192,Metschnikowia,Ascomycota,Saccharomycotina,Saccharomycetes,Metschnikowiaceae,sp.,UWOPS.00-154.1,GCA_002370645.1,1
